%time core_I mic_click_I battery
0 0 0 0
0.001 0.303958823212679 0 1
0.002 0.287804420486948 0 1
0.003 0.293887482707194 0.16 1
0.004 0.243444444444444 0.16 0.999999999434157
0.005 0.243444444444444 0.16 0.999999997848082
0.006 0.243444444444444 0.16 0.999999995796142
0.007 0.243444444444444 0.16 0.999999993828106
0.008 0.243444444444444 0.16 0.999999991955444
0.009 0.243444444444444 0.16 0.999999990082775
0.01 0.243444444444444 0.16 0.999999988210105
0.011 0.243444444444444 0.16 0.999999986337436
0.012 0.243444444444444 0.16 0.999999984464767
0.013 0.243444444444444 0.16 0.999999982592097
0.014 0.243444444444444 0.16 0.999999980719428
0.015 0.243444444444444 0.16 0.999999978846759
0.016 0.243444444444444 0.16 0.999999976974089
0.017 0.243444444444444 0.16 0.99999997510142
0.018 0.243444444444444 0.16 0.999999973228751
0.019 0.243444444444444 0.16 0.999999971356081
0.02 0.243444444444444 0.16 0.999999969483412
0.021 0.243444444444444 0.16 0.999999967610743
0.022 0.243444444444444 0.16 0.999999965738073
0.023 0.243444444444444 0.16 0.999999963865404
0.024 0.243444444444444 0.16 0.999999961992735
0.025 0.243444444444444 0.16 0.999999960120065
0.026 0.243444444444444 0.16 0.999999958247396
0.027 0.243444444444444 0.16 0.999999956374726
0.028 0.243444444444444 0.16 0.999999954502057
0.029 0.243444444444444 0.16 0.999999952629388
0.03 0.243444444444444 0.16 0.999999950756718
0.031 0.243444444444444 0.16 0.999999948884049
0.032 0.243444444444444 0.16 0.99999994701138
0.033 0.243444444444444 0.12 0.99999994513871
0.034 0.243444444444444 0.12 0.999999943266041
0.035 0.243444444444444 0.12 0.999999941514784
0.036 0.243444444444444 0.12 0.999999939884933
0.037 0.243444444444444 0.12 0.999999938255073
0.038 0.243444444444444 0.12 0.999999936625214
0.039 0.243444444444444 0.12 0.999999934995354
0.04 0.243444444444444 0.12 0.999999933365495
0.041 0.243444444444444 0.12 0.999999931735636
0.042 0.243444444444444 0.12 0.999999930105776
0.043 0.243444444444444 0.12 0.999999928475917
0.044 0.243444444444444 0.12 0.999999926846057
0.045 0.243444444444444 0.12 0.999999925216198
0.046 0.243444444444444 0.12 0.999999923586338
0.047 0.243444444444444 0.12 0.999999921956479
0.048 0.243444444444444 0.12 0.999999920326619
0.049 0.243444444444444 0.12 0.99999991869676
0.05 0.243444444444444 0.12 0.9999999170669
0.051 0.243444444444444 0.12 0.999999915437041
0.052 0.243444444444444 0.12 0.999999913807181
0.053 0.243444444444444 0.12 0.999999912177322
0.054 0.243444444444444 0.12 0.999999910547462
0.055 0.243444444444444 0.12 0.999999908917603
0.056 0.243444444444444 0.12 0.999999907287743
0.057 0.243444444444444 0.12 0.999999905657884
0.058 0.243444444444444 0.12 0.999999904028025
0.059 0.243444444444444 0.12 0.999999902398165
0.06 0.243444444444444 0.12 0.999999900768306
0.061 0.243444444444444 0.12 0.999999899138446
0.062 0.243444444444444 0.12 0.999999897508587
0.063 0.289890338635395 0.16 0.999999895878727
0.064 0.243444444444444 0.16 0.999999894248868
0.065 0.243444444444444 0.16 0.999999892497594
0.066 0.243444444444444 0.16 0.999999890537101
0.067 0.243444444444444 0.16 0.999999888576623
0.068 0.243444444444444 0.16 0.999999886703961
0.069 0.243444444444444 0.16 0.999999884831292
0.07 0.243444444444444 0.16 0.999999882958622
0.071 0.243444444444444 0.16 0.999999881085953
0.072 0.243444444444444 0.16 0.999999879213284
0.073 0.243444444444444 0.16 0.999999877340615
0.074 0.243444444444444 0.16 0.999999875467945
0.075 0.243444444444444 0.16 0.999999873595276
0.076 0.243444444444444 0.16 0.999999871722607
0.077 0.243444444444444 0.16 0.999999869849938
0.078 0.243444444444444 0.16 0.999999867977268
0.079 0.243444444444444 0.16 0.999999866104599
0.08 0.243444444444444 0.16 0.99999986423193
0.081 0.243444444444444 0.16 0.999999862359261
0.082 0.243444444444444 0.16 0.999999860486591
0.083 0.243444444444444 0.16 0.999999858613922
0.084 0.243444444444444 0.16 0.999999856741253
0.085 0.243444444444444 0.16 0.999999854868584
0.086 0.243444444444444 0.16 0.999999852995914
0.087 0.243444444444444 0.16 0.999999851123245
0.088 0.243444444444444 0.16 0.999999849250576
0.089 0.243444444444444 0.16 0.999999847377907
0.09 0.243444444444444 0.16 0.999999845505237
0.091 0.243444444444444 0.16 0.999999843632568
0.092 0.243444444444444 0.16 0.999999841759899
0.093 0.243444444444444 0.12 0.99999983988723
0.094 0.243444444444444 0.12 0.99999983801456
0.095 0.243444444444444 0.12 0.999999836263304
0.096 0.243444444444444 0.12 0.999999834633452
0.097 0.243444444444444 0.12 0.999999833003593
0.098 0.243444444444444 0.12 0.999999831373734
0.099 0.243444444444444 0.12 0.999999829743874
0.1 0.243444444444444 0.12 0.999999828114015
0.101 0.243444444444444 0.12 0.999999826484156
